department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
technical,medium,265,5,19.0,58.0,2,0,0
technical,medium,271,5,17.0,73.0,4,0,0
technical,medium,286,3,71.0,57.0,2,0,0
support,low,292,3,86.0,79.0,2,0,0
support,low,282,4,59.0,88.0,3,1,0
support,low,268,5,74.0,76.0,4,0,0
support,low,282,4,98.0,92.0,3,1,0
support,low,254,5,93.0,75.0,3,0,0
support,low,269,5,100.0,92.0,3,1,0
support,low,278,4,59.0,81.0,2,0,0
support,low,289,4,98.0,55.0,2,0,0
support,low,264,5,35.0,50.0,2,0,0
support,low,291,3,42.0,96.0,6,0,0
support,low,284,5,61.0,85.0,3,0,0
technical,low,276,5,78.0,72.0,3,1,0
technical,low,274,4,93.0,52.0,3,0,0
technical,low,273,5,50.0,95.0,3,0,0
management,low,254,5,67.0,51.0,3,0,0
IT,low,276,4,75.0,85.0,3,0,0
IT,low,261,4,79.0,51.0,2,0,0
IT,low,279,4,84.0,89.0,2,1,0
IT,low,289,3,72.0,50.0,6,0,0
IT,low,272,2,57.0,48.0,2,0,0
product_mng,low,266,4,73.0,52.0,3,0,0
product_mng,medium,274,4,74.0,58.0,2,0,0
product_mng,medium,288,4,52.0,83.0,2,0,0
product_mng,medium,259,3,56.0,76.0,2,1,0
IT,medium,282,4,76.0,68.0,2,1,0
RandD,medium,283,4,82.0,93.0,2,0,0
RandD,medium,272,3,76.0,83.0,2,1,0
RandD,medium,270,3,62.0,59.0,3,0,0
RandD,medium,274,4,48.0,80.0,3,0,0
RandD,medium,272,3,64.0,77.0,3,1,0
marketing,medium,273,4,74.0,82.0,2,0,0
sales,medium,285,2,52.0,43.0,2,0,0
accounting,medium,287,4,67.0,50.0,2,0,0
support,high,274,5,71.0,76.0,2,1,0
technical,low,285,3,72.0,63.0,3,1,0
management,medium,268,2,33.0,58.0,2,0,0
marketing,medium,281,4,91.0,56.0,2,0,0
marketing,medium,280,5,88.0,68.0,4,1,0
marketing,medium,277,4,96.0,60.0,3,0,0
sales,low,273,3,97.0,68.0,3,0,0
sales,low,279,5,27.0,59.0,5,0,0
sales,low,277,3,65.0,64.0,4,0,0
sales,low,273,3,68.0,73.0,3,0,0
sales,low,273,4,68.0,46.0,3,0,0
sales,low,268,3,69.0,74.0,2,0,0
sales,low,270,3,79.0,99.0,4,0,0
sales,low,270,5,74.0,92.0,3,0,0
sales,low,286,3,80.0,83.0,3,0,0
sales,low,260,5,38.0,94.0,5,0,0
sales,low,276,3,26.0,83.0,3,0,0
sales,low,273,3,81.0,86.0,3,0,0
sales,low,273,2,67.0,54.0,2,0,0
sales,low,263,4,55.0,81.0,2,0,0
sales,low,265,3,87.0,71.0,2,0,0
sales,low,283,2,46.0,69.0,2,0,0
sales,low,276,4,63.0,57.0,3,1,0
sales,low,254,4,54.0,96.0,3,0,0
sales,low,286,3,100.0,49.0,2,0,0
accounting,low,292,4,97.0,66.0,2,0,0
accounting,low,273,3,90.0,92.0,3,0,0
accounting,medium,284,3,75.0,70.0,3,0,0
hr,medium,267,4,92.0,84.0,2,0,0
hr,medium,263,4,80.0,94.0,2,0,0
hr,medium,262,3,57.0,81.0,2,0,0
hr,medium,263,3,81.0,94.0,4,0,0
technical,medium,261,3,64.0,60.0,3,0,0
technical,medium,291,4,71.0,54.0,3,0,0
technical,medium,280,3,35.0,58.0,6,1,0
technical,medium,274,5,88.0,81.0,5,0,0
technical,medium,297,5,13.0,59.0,5,0,0
technical,medium,290,4,82.0,73.0,5,1,0
technical,medium,284,4,17.0,92.0,2,0,0
technical,high,275,4,21.0,82.0,5,0,0
technical,low,269,4,89.0,47.0,3,0,0
technical,medium,267,6,20.0,72.0,4,0,0
technical,medium,286,5,99.0,81.0,3,1,0
support,medium,269,6,26.0,85.0,4,0,0
support,medium,271,4,22.0,53.0,2,0,0
support,low,272,3,79.0,84.0,3,0,0
support,low,278,4,73.0,79.0,2,1,0
support,low,295,3,83.0,54.0,3,0,0
support,low,277,3,42.0,54.0,4,0,0
support,low,275,2,18.0,80.0,5,0,0
support,low,269,4,92.0,91.0,2,0,0
support,low,287,3,87.0,52.0,3,0,0
support,low,309,4,72.0,65.0,3,0,0
support,low,257,5,64.0,58.0,5,0,0
technical,low,266,4,100.0,66.0,3,0,0
technical,low,257,4,83.0,65.0,3,0,0
technical,low,287,4,98.0,58.0,3,0,0
management,low,281,3,70.0,87.0,2,0,0
IT,low,269,4,90.0,79.0,2,0,0
IT,low,274,4,55.0,99.0,3,0,0
IT,low,262,3,78.0,84.0,3,1,0
IT,low,262,5,89.0,53.0,3,0,0
IT,low,292,3,17.0,59.0,5,0,0
product_mng,low,273,5,14.0,64.0,5,0,0
product_mng,low,268,4,85.0,57.0,2,0,0
product_mng,low,293,4,84.0,79.0,3,1,0
product_mng,medium,290,3,70.0,69.0,4,1,0
IT,medium,274,5,16.0,98.0,5,0,0
RandD,medium,279,3,51.0,69.0,2,1,0
RandD,medium,257,3,60.0,89.0,4,0,0
RandD,medium,280,3,50.0,63.0,2,0,0
RandD,medium,273,5,43.0,39.0,5,0,0
RandD,medium,285,4,50.0,70.0,4,0,0
marketing,medium,277,4,91.0,89.0,4,0,0
sales,medium,290,4,65.0,93.0,2,0,0
accounting,medium,256,2,59.0,52.0,3,0,0
support,medium,277,3,89.0,56.0,3,0,0
technical,medium,260,3,97.0,60.0,3,0,0
management,high,278,5,56.0,97.0,2,0,0
marketing,low,268,3,76.0,93.0,3,1,0
marketing,medium,273,4,28.0,55.0,4,0,0
marketing,medium,273,4,75.0,51.0,4,0,0
sales,medium,259,4,78.0,81.0,3,0,0
sales,medium,277,6,26.0,63.0,4,0,0
sales,low,276,2,53.0,72.0,5,0,0
sales,low,278,3,25.0,41.0,6,1,0
sales,low,262,3,82.0,51.0,3,0,0
sales,low,268,2,71.0,57.0,4,0,0
sales,low,281,4,61.0,95.0,4,0,0
sales,low,273,3,89.0,68.0,2,0,0
sales,low,271,3,57.0,78.0,3,1,0
sales,low,250,4,93.0,80.0,3,0,0
sales,low,267,5,61.0,84.0,4,0,0
sales,low,281,3,56.0,62.0,2,0,0
sales,low,263,6,70.0,89.0,2,0,0
sales,low,283,4,90.0,64.0,4,0,0
sales,low,278,6,15.0,74.0,2,0,0
sales,low,266,3,39.0,36.0,3,1,0
sales,low,283,4,74.0,72.0,3,0,0
sales,low,273,4,70.0,61.0,4,1,0
sales,low,279,4,72.0,93.0,2,0,0
accounting,low,295,3,61.0,97.0,3,0,0
accounting,low,269,5,96.0,100.0,3,0,0
accounting,low,296,4,70.0,59.0,3,0,0
hr,low,265,3,92.0,49.0,2,0,0
hr,medium,292,4,72.0,56.0,2,0,0
hr,medium,269,6,53.0,75.0,6,0,0
hr,medium,276,3,67.0,85.0,4,0,0
technical,medium,267,4,78.0,80.0,2,1,0
technical,medium,286,4,53.0,75.0,2,1,0
technical,medium,265,4,90.0,48.0,3,0,0
technical,medium,270,5,16.0,90.0,3,0,0
technical,medium,264,3,62.0,38.0,3,0,0
technical,medium,274,4,62.0,98.0,3,0,0
technical,medium,283,6,22.0,52.0,4,0,0
technical,medium,279,3,91.0,82.0,3,0,0
technical,medium,271,4,87.0,74.0,4,0,0
technical,high,300,3,95.0,69.0,2,0,0
technical,low,281,3,99.0,75.0,3,0,0
support,medium,262,3,99.0,57.0,4,1,0
support,medium,282,4,77.0,99.0,3,1,0
support,medium,266,3,75.0,68.0,2,1,0
support,medium,282,4,83.0,54.0,5,0,0
support,low,275,3,61.0,39.0,2,0,0
support,low,268,3,91.0,97.0,2,0,0
support,low,276,3,47.0,64.0,3,0,0
support,low,291,5,77.0,61.0,3,0,0
support,low,281,3,55.0,51.0,3,0,0
support,low,276,5,32.0,48.0,3,0,0
support,low,274,6,96.0,67.0,3,0,0
technical,low,274,5,72.0,79.0,2,0,0
technical,low,287,4,80.0,90.0,3,0,0
technical,low,273,4,61.0,55.0,3,0,0
management,low,268,3,97.0,88.0,2,0,0
IT,low,282,4,63.0,93.0,3,0,0
IT,low,280,3,92.0,92.0,3,0,0
IT,low,271,5,94.0,74.0,3,0,0
IT,low,276,6,79.0,72.0,4,0,0
IT,low,273,2,75.0,73.0,4,0,0
product_mng,low,270,3,78.0,99.0,3,1,0
product_mng,low,265,6,96.0,45.0,2,1,0
product_mng,low,280,4,65.0,68.0,5,0,0
product_mng,low,271,3,18.0,94.0,6,1,0
IT,low,265,3,94.0,51.0,2,0,0
RandD,medium,267,4,84.0,79.0,3,0,0
RandD,medium,259,2,67.0,54.0,2,0,0
RandD,medium,277,4,71.0,50.0,3,0,0
RandD,medium,270,3,56.0,64.0,3,0,0
RandD,medium,273,5,29.0,56.0,6,0,0
marketing,medium,262,3,47.0,90.0,2,1,0
sales,medium,270,2,40.0,69.0,3,0,0
accounting,medium,284,4,81.0,82.0,2,0,0
support,medium,288,3,96.0,99.0,3,0,0
technical,medium,274,6,99.0,75.0,5,1,0
management,medium,288,4,75.0,77.0,3,0,0
marketing,medium,283,4,75.0,74.0,2,0,0
marketing,high,279,4,100.0,86.0,2,0,0
marketing,low,271,2,52.0,53.0,2,0,0
sales,medium,293,3,98.0,74.0,3,0,0
sales,medium,275,2,60.0,64.0,5,0,0
sales,medium,290,3,38.0,44.0,3,0,0
sales,medium,267,6,51.0,41.0,5,0,0
sales,low,281,2,91.0,61.0,2,0,0
sales,low,263,5,56.0,62.0,3,0,0
sales,low,294,4,58.0,69.0,4,0,0
sales,low,267,3,51.0,53.0,2,0,0
sales,low,278,6,91.0,55.0,4,0,0
sales,low,289,2,80.0,98.0,6,1,0
sales,low,278,4,55.0,83.0,3,0,0
sales,low,285,3,62.0,53.0,3,0,0
sales,low,280,3,62.0,60.0,2,0,0
sales,low,264,4,87.0,58.0,3,0,0
sales,low,272,5,65.0,50.0,2,0,0
sales,low,273,3,51.0,64.0,2,0,0
sales,low,275,3,98.0,77.0,2,1,0
sales,low,276,4,13.0,43.0,5,0,0
sales,low,264,5,78.0,76.0,4,1,0
accounting,low,267,3,60.0,98.0,2,0,0
accounting,low,262,3,68.0,69.0,2,0,0
accounting,low,279,3,55.0,84.0,3,0,0
hr,low,278,4,99.0,79.0,3,0,0
hr,low,262,5,92.0,68.0,2,0,0
hr,low,285,4,100.0,65.0,4,1,0
hr,medium,272,4,77.0,93.0,2,0,0
technical,medium,265,5,86.0,70.0,3,0,0
technical,medium,266,2,89.0,84.0,3,0,0
technical,medium,272,5,58.0,55.0,3,0,0
technical,medium,277,3,56.0,66.0,2,0,0
technical,medium,285,3,38.0,64.0,3,0,0
technical,medium,280,3,62.0,64.0,2,0,0
technical,medium,267,2,66.0,77.0,2,0,0
technical,medium,297,3,30.0,44.0,2,0,0
technical,medium,292,3,82.0,83.0,2,0,0
technical,medium,267,4,96.0,68.0,2,0,0
technical,medium,284,3,66.0,95.0,3,0,0
support,high,282,5,79.0,50.0,3,0,0
support,low,280,3,97.0,77.0,2,1,0
support,medium,289,3,59.0,65.0,3,0,0
support,medium,290,4,57.0,48.0,3,0,0
support,medium,259,4,64.0,53.0,3,0,0
support,medium,281,5,14.0,51.0,4,0,0
support,low,290,3,48.0,55.0,2,0,0
support,low,272,3,78.0,100.0,3,0,0
support,low,281,5,96.0,62.0,5,0,0
support,low,278,3,82.0,97.0,2,1,0
support,low,279,5,94.0,90.0,4,0,0
technical,low,268,4,95.0,66.0,3,0,0
technical,low,281,3,59.0,43.0,3,0,0
technical,low,273,4,69.0,89.0,2,0,0
management,low,280,3,74.0,72.0,3,0,0
IT,low,277,4,67.0,67.0,4,0,0
IT,low,275,3,83.0,52.0,2,1,0
IT,low,281,3,81.0,85.0,3,1,0
IT,low,277,2,54.0,73.0,3,0,0
IT,low,267,3,89.0,83.0,3,0,0
product_mng,low,285,5,79.0,74.0,2,0,0
product_mng,low,267,4,46.0,58.0,3,0,0
product_mng,low,282,4,99.0,93.0,3,0,0
product_mng,low,274,5,75.0,90.0,4,0,0
IT,low,272,4,93.0,82.0,3,0,0
RandD,low,268,5,65.0,60.0,3,0,0
RandD,low,265,4,19.0,63.0,6,0,0
RandD,medium,273,2,48.0,61.0,2,0,0
RandD,medium,265,5,95.0,64.0,3,0,0
RandD,medium,268,4,92.0,77.0,3,0,0
marketing,medium,269,4,84.0,54.0,3,0,0
sales,medium,271,4,37.0,63.0,3,1,0
accounting,medium,273,3,22.0,74.0,6,0,0
support,medium,272,3,64.0,54.0,2,0,0
technical,medium,278,2,72.0,88.0,3,0,0
management,medium,275,4,48.0,69.0,3,0,0
marketing,medium,275,5,12.0,55.0,4,0,0
marketing,medium,266,5,78.0,98.0,2,0,0
marketing,medium,269,3,71.0,74.0,3,1,0
sales,high,274,3,38.0,69.0,3,1,0
sales,low,283,4,57.0,85.0,3,0,0
sales,medium,277,3,72.0,51.0,3,0,0
sales,medium,284,2,60.0,57.0,3,0,0
sales,medium,275,5,61.0,55.0,2,0,0
sales,medium,288,4,67.0,64.0,2,0,0
sales,low,280,5,97.0,97.0,2,0,0
sales,low,266,3,22.0,60.0,6,1,0
sales,low,286,4,15.0,53.0,5,1,0
sales,low,266,3,60.0,60.0,3,0,0
sales,low,255,5,15.0,80.0,2,1,0
sales,low,249,3,50.0,81.0,2,0,0
sales,low,284,3,90.0,67.0,2,0,0
sales,low,265,6,84.0,51.0,2,1,0
sales,low,262,5,74.0,78.0,2,0,0
sales,low,262,3,72.0,51.0,2,0,0
sales,low,273,3,93.0,63.0,4,1,0
sales,low,264,3,54.0,69.0,4,0,0
sales,low,280,4,87.0,65.0,2,1,0
accounting,low,260,5,19.0,98.0,4,1,0
accounting,low,271,4,33.0,40.0,2,1,0
accounting,low,280,4,94.0,93.0,3,0,0
hr,low,270,4,77.0,49.0,2,0,0
hr,low,280,3,48.0,82.0,2,0,0
hr,low,270,5,70.0,74.0,3,1,0
hr,low,267,4,54.0,93.0,4,1,0
technical,low,277,4,61.0,98.0,2,0,0
technical,medium,274,4,97.0,40.0,4,1,0
technical,medium,287,3,60.0,85.0,2,1,0
technical,medium,291,5,93.0,84.0,3,0,0
technical,medium,264,4,48.0,69.0,2,0,0
technical,medium,277,5,16.0,76.0,3,0,0
technical,medium,269,3,18.0,75.0,3,0,0
technical,medium,270,3,84.0,75.0,3,1,0
technical,medium,269,4,69.0,63.0,3,0,0
technical,medium,268,4,22.0,88.0,3,1,0
technical,medium,272,4,83.0,52.0,3,0,0
support,medium,267,2,58.0,50.0,3,0,0
support,medium,276,4,61.0,62.0,3,1,0
support,high,294,4,67.0,50.0,2,1,0
support,low,275,4,56.0,76.0,2,0,0
support,medium,268,3,74.0,74.0,3,0,0
support,medium,273,4,92.0,97.0,5,1,0
support,medium,281,5,81.0,68.0,2,0,0
support,medium,280,4,48.0,49.0,2,1,0
support,low,279,4,73.0,72.0,3,0,0
support,low,279,6,97.0,66.0,5,0,0
support,low,282,6,15.0,51.0,5,0,0
technical,low,272,5,69.0,76.0,6,0,0
technical,low,279,5,61.0,68.0,4,0,0
technical,low,278,3,86.0,58.0,2,0,0
management,low,273,4,55.0,88.0,3,0,0
IT,low,283,4,90.0,74.0,4,1,0
IT,low,283,2,65.0,40.0,2,0,0
IT,low,283,5,81.0,92.0,3,0,0
IT,low,268,5,65.0,86.0,3,0,0
IT,low,269,4,47.0,86.0,6,0,0
product_mng,low,271,3,93.0,53.0,3,1,0
product_mng,low,276,4,77.0,90.0,5,0,0
product_mng,low,290,6,87.0,82.0,3,0,0
product_mng,low,273,5,87.0,84.0,2,0,0
IT,low,285,2,65.0,75.0,3,0,0
RandD,low,261,6,21.0,70.0,6,1,0
RandD,low,284,4,75.0,59.0,2,0,0
RandD,low,289,4,72.0,86.0,2,0,0
RandD,low,271,3,88.0,63.0,3,1,0
RandD,medium,291,3,66.0,58.0,3,0,0
marketing,medium,262,3,80.0,75.0,3,0,0
sales,medium,268,4,22.0,55.0,3,1,0
accounting,medium,287,3,92.0,69.0,3,0,0
support,medium,271,4,54.0,77.0,3,0,0
technical,medium,270,4,91.0,56.0,3,0,0
management,medium,298,4,77.0,83.0,2,0,0
marketing,medium,279,3,61.0,51.0,3,1,0
marketing,medium,277,4,48.0,90.0,4,0,0
marketing,medium,275,3,25.0,69.0,4,0,0
sales,medium,268,3,91.0,70.0,4,0,0
sales,medium,281,5,72.0,58.0,3,1,0
sales,high,270,4,77.0,71.0,3,0,0
sales,low,269,2,41.0,40.0,2,0,0
sales,medium,277,4,51.0,49.0,2,0,0
sales,medium,274,3,72.0,79.0,3,0,0
sales,medium,269,3,47.0,57.0,3,1,0
sales,medium,287,4,53.0,67.0,2,0,0
sales,low,259,5,65.0,52.0,3,0,0
sales,low,263,4,18.0,75.0,5,0,0
sales,low,272,3,61.0,48.0,2,0,0
sales,low,292,4,86.0,72.0,2,0,0
sales,low,249,4,14.0,77.0,5,0,0
sales,low,288,3,63.0,80.0,2,0,0
sales,low,270,3,79.0,57.0,3,0,0
sales,low,283,4,78.0,97.0,3,0,0
sales,low,275,4,14.0,52.0,6,0,0
sales,low,295,3,85.0,54.0,3,0,0
sales,low,263,4,85.0,75.0,3,0,0
accounting,low,277,5,91.0,76.0,3,0,0
accounting,low,294,3,76.0,74.0,2,0,0
accounting,low,279,5,62.0,72.0,3,0,0
hr,low,277,4,53.0,69.0,2,0,0
hr,low,277,3,97.0,63.0,3,0,0
hr,low,282,4,48.0,53.0,3,0,0
hr,low,295,4,50.0,55.0,3,1,0
technical,low,276,2,32.0,42.0,4,0,0
technical,low,288,4,58.0,77.0,2,1,0
technical,low,298,3,81.0,83.0,2,0,0
technical,medium,263,4,48.0,84.0,3,0,0
technical,medium,288,4,96.0,88.0,2,0,0
technical,medium,270,3,56.0,90.0,2,0,0
technical,medium,271,4,63.0,96.0,2,0,0
technical,medium,276,5,21.0,50.0,5,0,0
technical,medium,278,3,94.0,78.0,3,1,0
technical,medium,286,4,94.0,89.0,3,0,0
technical,medium,270,3,96.0,54.0,2,0,0
support,medium,275,4,49.0,50.0,5,1,0
support,medium,279,2,82.0,68.0,2,0,0
support,medium,278,3,60.0,50.0,3,0,0
support,medium,273,3,76.0,50.0,3,1,0
support,high,268,5,69.0,64.0,2,1,0
support,low,266,4,100.0,94.0,3,0,0
support,medium,259,4,62.0,66.0,3,0,0
support,medium,275,4,40.0,99.0,6,1,0
support,medium,278,3,94.0,91.0,3,0,0
support,medium,295,4,76.0,84.0,4,0,0
support,low,250,3,58.0,69.0,4,0,0
technical,low,262,4,85.0,78.0,2,0,0
technical,low,296,2,45.0,52.0,3,0,0
technical,low,270,3,13.0,67.0,4,0,0
management,low,273,5,24.0,50.0,4,0,0
IT,low,279,3,64.0,69.0,2,1,0
IT,low,279,6,63.0,61.0,2,0,0
IT,low,276,4,61.0,99.0,2,0,0
IT,low,274,2,71.0,99.0,3,0,0
IT,low,285,5,90.0,89.0,3,1,0
product_mng,low,272,4,17.0,76.0,5,0,0
product_mng,low,269,3,93.0,97.0,2,1,0
product_mng,low,278,5,83.0,89.0,3,1,0
product_mng,low,297,4,58.0,75.0,2,0,0
IT,low,267,3,76.0,50.0,3,0,0
RandD,low,285,3,50.0,78.0,2,0,0
RandD,low,274,5,22.0,81.0,4,0,0
RandD,low,278,4,90.0,88.0,3,0,0
RandD,low,284,3,70.0,63.0,4,1,0
RandD,low,275,5,73.0,85.0,3,0,0
marketing,low,264,3,84.0,87.0,3,0,0
marketing,medium,287,5,55.0,63.0,4,0,0
sales,medium,266,4,63.0,98.0,2,0,0
accounting,medium,280,3,51.0,92.0,3,0,0
support,medium,276,4,81.0,76.0,3,0,0
technical,medium,279,4,80.0,96.0,3,0,0
management,medium,281,4,99.0,97.0,3,0,0
marketing,medium,263,5,90.0,87.0,2,0,0
marketing,medium,269,5,65.0,67.0,5,0,0
marketing,medium,296,3,75.0,75.0,3,0,0
sales,medium,291,4,62.0,49.0,4,0,0
sales,medium,277,5,61.0,63.0,3,0,0
sales,medium,278,4,24.0,60.0,5,0,0
sales,high,267,3,71.0,63.0,3,1,0
sales,low,273,2,49.0,80.0,2,0,0
sales,medium,269,3,44.0,66.0,2,0,0
sales,medium,285,4,75.0,87.0,3,0,0
sales,medium,267,3,74.0,84.0,4,0,0
sales,medium,280,5,62.0,87.0,3,0,0
sales,low,276,3,51.0,58.0,3,0,0
sales,low,261,5,61.0,59.0,2,0,0
sales,low,273,5,56.0,49.0,3,0,0
sales,low,285,3,79.0,76.0,3,0,0
sales,low,279,6,68.0,75.0,5,0,0
sales,low,275,2,90.0,84.0,3,0,0
sales,low,273,5,83.0,93.0,3,0,0
sales,low,290,3,94.0,82.0,3,0,0
sales,low,272,5,21.0,65.0,3,1,0
sales,low,270,3,58.0,87.0,2,0,0
accounting,low,277,6,52.0,38.0,3,0,0
accounting,low,280,5,18.0,67.0,5,0,0
accounting,low,280,5,94.0,91.0,3,0,0
hr,low,290,3,69.0,50.0,4,0,0
hr,low,273,4,65.0,83.0,3,0,0
hr,low,286,2,46.0,62.0,3,0,0
hr,low,266,4,72.0,62.0,3,0,0
technical,low,285,6,30.0,37.0,3,0,0
technical,low,266,4,51.0,51.0,2,0,0
technical,low,263,3,43.0,75.0,2,0,0
technical,low,276,3,56.0,94.0,2,0,0
technical,medium,266,4,63.0,91.0,3,0,0
technical,medium,284,5,61.0,55.0,3,0,0
technical,medium,281,4,53.0,73.0,2,0,0
technical,medium,271,3,87.0,75.0,3,0,0
technical,medium,273,4,68.0,70.0,4,0,0
technical,medium,267,3,78.0,84.0,2,0,0
technical,medium,283,4,49.0,95.0,2,0,0
support,medium,274,3,96.0,81.0,3,0,0
support,medium,291,3,83.0,74.0,2,0,0
support,medium,277,5,48.0,67.0,3,0,0
support,medium,288,4,63.0,86.0,3,1,0
support,medium,267,4,87.0,38.0,5,0,0
support,high,282,4,21.0,90.0,6,0,0
support,low,288,5,79.0,58.0,3,0,0
support,medium,275,3,80.0,96.0,5,0,0
support,medium,277,4,78.0,82.0,3,0,0
support,medium,264,5,67.0,65.0,2,0,0
support,medium,276,3,67.0,71.0,3,1,0
technical,low,279,2,26.0,67.0,6,0,0
technical,low,278,5,89.0,83.0,4,0,0
technical,low,277,4,70.0,53.0,3,0,0
management,low,276,5,51.0,48.0,4,0,0
IT,low,273,3,53.0,88.0,3,0,0
IT,low,285,4,76.0,51.0,3,0,0
IT,low,268,5,86.0,93.0,2,0,0
IT,low,242,5,63.0,96.0,3,0,0
IT,low,262,5,58.0,86.0,3,0,0
product_mng,low,279,4,58.0,83.0,3,1,0
product_mng,low,289,4,90.0,82.0,3,0,0
product_mng,low,285,4,79.0,57.0,2,0,0
product_mng,low,275,4,80.0,74.0,4,0,0
IT,low,297,2,53.0,65.0,2,1,0
RandD,low,267,2,52.0,84.0,3,0,0
RandD,low,271,5,82.0,59.0,3,0,0
RandD,low,275,2,68.0,90.0,4,0,0
RandD,low,279,3,21.0,61.0,2,0,0
RandD,low,272,4,81.0,50.0,3,1,0
RandD,low,270,3,57.0,90.0,4,0,0
marketing,low,280,3,99.0,72.0,2,1,0
sales,medium,270,4,90.0,100.0,3,0,0
accounting,medium,261,3,76.0,64.0,3,0,0
support,medium,257,4,56.0,92.0,2,0,0
technical,medium,281,6,50.0,93.0,3,1,0
management,medium,279,5,48.0,89.0,3,0,0
marketing,medium,266,3,99.0,97.0,2,0,0
marketing,medium,281,5,76.0,80.0,2,0,0
marketing,medium,269,4,93.0,97.0,3,0,0
sales,medium,271,4,99.0,78.0,3,0,0
sales,medium,284,4,85.0,78.0,3,0,0
sales,medium,274,4,63.0,95.0,3,0,0
sales,medium,284,3,63.0,78.0,3,1,0
sales,high,276,5,50.0,65.0,3,0,0
sales,low,292,3,52.0,57.0,3,0,0
sales,medium,279,3,63.0,99.0,3,0,0
sales,medium,267,4,78.0,50.0,2,0,0
sales,medium,283,3,98.0,53.0,3,0,0
sales,medium,292,5,14.0,100.0,5,0,0
sales,low,269,3,70.0,90.0,2,0,0
sales,low,274,4,88.0,60.0,2,0,0
sales,low,283,3,72.0,62.0,4,0,0
sales,low,275,4,88.0,51.0,3,0,0
sales,low,279,3,71.0,51.0,4,0,0
sales,low,280,3,60.0,85.0,2,0,0
sales,low,283,4,88.0,86.0,3,1,0
sales,low,289,5,55.0,72.0,4,0,0
sales,low,274,4,85.0,55.0,2,1,0
accounting,low,290,2,84.0,51.0,4,0,0
accounting,low,262,4,91.0,61.0,2,1,0
accounting,low,271,4,82.0,62.0,2,0,0
hr,low,274,2,60.0,91.0,4,0,0
hr,low,281,5,89.0,71.0,3,0,0
hr,low,287,4,60.0,97.0,4,1,0
hr,low,284,4,64.0,52.0,3,0,0
technical,low,269,4,93.0,88.0,3,0,0
technical,low,269,3,81.0,99.0,2,1,0
technical,low,271,4,31.0,49.0,3,1,0
technical,low,262,4,68.0,69.0,2,0,0
technical,low,272,3,78.0,59.0,2,0,0
technical,medium,274,4,44.0,42.0,4,0,0
technical,medium,280,4,64.0,93.0,2,1,0
technical,medium,280,4,81.0,63.0,6,0,0
technical,medium,281,3,50.0,49.0,3,0,0
technical,medium,285,5,69.0,61.0,3,0,0
technical,medium,286,4,77.0,75.0,3,0,0
support,medium,290,4,69.0,56.0,3,0,0
support,medium,285,4,87.0,68.0,2,0,0
support,medium,288,4,85.0,91.0,3,0,0
support,medium,276,4,83.0,83.0,4,0,0
support,medium,279,3,68.0,51.0,3,0,0
support,medium,269,4,78.0,65.0,2,0,0
support,high,264,3,78.0,89.0,3,0,0
support,low,271,4,93.0,68.0,2,1,0
support,medium,274,3,54.0,75.0,3,0,0
support,medium,278,3,76.0,56.0,3,0,0
support,medium,279,3,40.0,72.0,2,0,0
technical,medium,287,3,73.0,81.0,2,0,0
technical,low,274,5,86.0,98.0,3,0,0
technical,low,268,5,38.0,68.0,6,0,0
management,low,264,5,71.0,48.0,3,0,0
IT,low,261,5,58.0,97.0,2,0,0
IT,low,271,3,67.0,59.0,3,1,0
IT,low,274,4,55.0,76.0,4,0,0
IT,low,278,2,76.0,98.0,2,0,0
IT,low,252,3,70.0,82.0,3,0,0
product_mng,low,275,4,66.0,46.0,4,0,0
product_mng,low,262,3,96.0,72.0,3,0,0
product_mng,low,279,4,60.0,77.0,4,0,0
product_mng,low,277,5,54.0,94.0,3,1,0
IT,low,281,5,85.0,90.0,3,0,0
RandD,low,268,3,96.0,84.0,3,0,0
RandD,low,287,3,86.0,62.0,3,1,0
RandD,low,258,3,53.0,87.0,2,0,0
RandD,low,269,3,91.0,95.0,3,0,0
RandD,low,264,5,33.0,70.0,4,0,0
RandD,low,273,4,75.0,73.0,2,0,0
marketing,low,274,3,97.0,80.0,3,0,0
sales,low,276,4,68.0,51.0,4,1,0
accounting,medium,265,5,68.0,70.0,2,0,0
support,medium,275,4,57.0,87.0,2,0,0
technical,medium,275,4,87.0,90.0,3,0,0
management,medium,268,5,50.0,91.0,2,1,0
marketing,medium,276,3,76.0,59.0,4,0,0
marketing,medium,268,5,79.0,61.0,4,0,0
marketing,medium,274,6,17.0,90.0,6,1,0
sales,medium,265,4,60.0,62.0,2,1,0
sales,medium,271,3,89.0,67.0,3,0,0
sales,medium,280,3,69.0,87.0,2,0,0
sales,medium,262,2,68.0,85.0,6,0,0
sales,medium,276,5,61.0,87.0,4,0,0
sales,high,274,3,63.0,50.0,2,0,0
sales,low,294,4,50.0,96.0,3,0,0
sales,medium,272,2,49.0,74.0,3,1,0
sales,medium,274,5,83.0,55.0,5,0,0
sales,medium,276,2,59.0,71.0,2,1,0
sales,medium,270,2,75.0,93.0,5,0,0
sales,low,274,3,66.0,48.0,3,1,0
sales,low,264,4,68.0,51.0,3,0,0
sales,low,275,5,73.0,58.0,3,0,0
sales,low,277,4,98.0,53.0,2,1,0
sales,low,286,3,86.0,65.0,3,0,0
